39,64
11,75
15,19
15,18
19,93
61,63
29,37
60,73
30,70
21,50
17,93
11,97
4,19
1,94
68,93
23,87
13,66
32,83
54,75
36,77
29,85
40,82
32,37
21,72
74,97
40,41
10,83
0,13
4,61
57,62
5,38
35,63
56,61
24,50
30,55
22,98
10,14
88,94
5,84
6,42
19,41
0,63
14,38
52,96
19,98
3,58
22,54
5,41
70,88
39,66
13,61
26,53
3,69
18,22
54,65
70,84
0,89
44,45
20,59
32,48
47,73
13,23
37,47
3,5
17,87
5,72
35,60
32,82
19,27
37,81
32,71
66,67
12,23
42,48
66,94
14,56
20,99
2,41
73,93
47,54
19,34
6,38
54,87
73,78
38,66
11,48
57,60
68,69
59,75
13,71
13,86
60,87
51,99
58,83
85,95
0,95
62,88
54,99
40,45
41,54
48,49
20,34
2,27
37,91
58,85
71,83
5,77
11,74
33,77
38,50
32,68
20,90
31,89
2,15
92,96
18,72
8,31
31,80
66,75
1,66
20,27
65,91
18,30
6,33
25,86
36,82
36,83
48,70
9,36
72,76
14,68
20,64
47,57
59,82
18,57
30,38
54,92
37,56
66,83
41,77
2,6
32,78
42,98
74,95
11,45
68,70
22,93
31,42
5,60
52,90
37,46
50,92
19,99
27,47
62,66
20,94
54,73
5,30
56,74
18,92
11,93
5,13
26,58
0,96
12,99
13,91
4,84
5,74
19,72
40,83
56,78
1,3
21,99
12,33
10,36
2,38
10,38
83,99
12,87
47,81
75,94
3,31
50,61
31,38
26,64
48,88
11,57
16,54
37,52
44,93
31,45
12,58
24,73
67,82
0,86
48,79
6,87
3,56
14,67
56,59
59,73
8,55
8,82
73,84
28,70
48,71
16,31
23,55
2,50
2,47
55,67
38,80
5,48
71,78
58,60
11,59
21,75
68,78
1,27
4,7
35,67
24,33
3,14
57,61
55,75
36,79
94,98
18,29
60,84
62,64
66,77
48,69
2,5
9,13
51,75
61,98
41,69
0,11
41,84
31,88
92,99
62,90
44,94
1,88
68,75
5,23
75,99
15,32
51,54
17,69
8,99
34,78
54,69
42,80
60,81
75,81
12,88
12,65
74,99
19,81
14,93
13,63
31,60
19,88
75,92
10,50
20,83
63,99
3,24
14,47
11,89
48,60
51,79
59,83
38,73
11,35
14,64
44,47
51,70
65,90
20,40
74,85
6,14
47,86
22,45
3,42
36,40
47,83
30,34
28,58
1,52
11,58
26,41
14,58
49,78
50,83
29,49
11,43
65,93
11,38
64,69
8,94
48,53
12,20
40,81
10,15
48,94
8,62
17,49
11,47
6,67
40,46
55,71
21,82
30,54
4,75
6,34
14,48
35,41
0,56
58,81
24,52
18,27
27,38
40,51
4,66
37,84
7,71
10,56
27,77
34,98
93,98
9,94
9,40
9,30
29,82
55,58
26,91
5,6
9,45
4,82
30,91
13,58
82,91
10,30
41,47
46,71
3,74
89,94
60,75
54,97
47,84
11,25
46,93
24,58
47,85
31,46
58,98
56,73
1,25
34,81
24,77
36,81
39,71
4,80
11,84
3,78
32,80
60,67
1,20
15,91
75,93
2,48
5,28
12,98
15,59
46,86
10,54
31,50
24,89
38,75
44,58
40,58
71,88
55,78
74,75
40,55
18,97
76,91
34,74
0,39
0,81
15,48
20,73
39,48
59,60
9,78
40,79
3,13
