0,82
1,887
3,5740
6,6286
7,2787
8,6926
10,6269
12,2176
14,4302
15,5442
17,3456
19,6682
20,3704
21,4960
23,4115
24,6978
26,2864
27,155
30,6941
32,6410
33,2694
34,3118
35,5839
36,567
39,742
40,2634
41,6033
42,2128
43,4212
44,401
49,5304
51,5151
52,3642
53,6489
55,4819
56,6368
58,3178
59,6656
60,6546
61,2626
63,5995
65,3435
67,5512
69,3716
70,5045
73,5351
74,4916
75,6178
76,2625
77,3048
78,3497
79,3831
80,6550
81,3375
85,3269
86,2068
93,6387
94,2364
95,763
96,5255
100,198
101,5398
105,3613
106,5047
107,1515
110,6855
111,4497
112,6223
113,2553
114,3126
116,3413
118,4392
120,6258
121,5241
122,1055
123,4775
124,4691
125,3862
126,5183
127,6606
130,6468
131,4352
133,4092
134,5880
135,4634
136,4104
137,1503
138,5248
140,3770
141,2007
142,6395
143,6871
144,5581
145,2506
147,6556
148,4554
149,6225
150,5174
151,2941
153,6245
154,587
156,6346
160,6828
161,6868
162,5764
163,1765
164,6281
165,4436
166,2891
167,968
169,4024
170,1138
171,2271
172,4480
175,4904
176,3910
177,6345
178,4905
180,1336
182,579
184,5824
185,4425
186,5072
188,4888
189,3806
190,3788
191,2517
192,3888
193,1880
195,1552
196,5772
197,6582
200,359
201,5516
202,6685
204,4697
207,6893
208,4577
209,1899
210,2481
211,1481
212,6807
213,4121
214,2081
215,4769
216,3733
217,3920
218,394
219,2683
220,4044
223,549
226,7069
230,2202
233,5040
235,4762
236,5071
237,6263
238,4844
239,3416
242,4797
243,4508
247,6738
248,479
249,5015
250,6683
252,3140
253,2591
257,488
258,4556
261,3815
264,5904
265,5909
267,3774
268,6243
271,5400
273,1254
274,4265
275,667
277,6165
278,2233
280,4396
281,1609
282,4145
283,5725
285,1831
287,6974
290,4378
291,3392
292,717
294,4081
296,5329
299,6693
300,1537
301,6168
302,2661
304,5510
306,2738
308,3136
314,2342
315,5743
316,835
320,4501
321,1645
322,6254
324,3433
326,5502
327,3713
330,4602
332,5812
334,6317
335,1684
336,4639
338,4486
339,1467
340,6022
341,1855
343,3616
344,2269
346,4175
351,2472
352,1397
353,4039
354,1745
356,5291
358,800
360,6883
362,5522
363,2386
364,6627
365,2819
367,5059
368,1165
370,2962
372,2934
373,5537
374,3830
377,5225
378,5654
380,1818
383,4314
386,5810
388,3219
390,609
392,6801
395,6914
396,3290
397,6493
398,4202
399,1340
400,5079
402,2975
403,6831
404,6015
406,1651
409,54
410,1986
412,6037
413,4122
414,547
415,936
418,539
419,2832
420,3981
421,4979
422,3338
423,2880
424,6152
425,6419
427,2306
428,2899
430,4337
431,6985
433,5888
437,4983
439,1533
440,1564
441,2168
444,4927
445,6723
446,2674
448,4201
449,1261
451,686
452,4389
456,3762
458,2632
460,5757
465,4225
466,6292
468,3233
469,7030
471,4918
472,1825
476,2264
480,5583
482,1700
483,1044
484,1784
485,6144
486,2888
487,2894
489,5446
492,3599
493,4085
494,2924
497,2369
498,6866
499,1008
500,4445
501,3437
502,4060
506,786
507,4025
510,3781
511,4008
512,548
514,1979
520,3863
523,564
526,4111
527,4874
529,2299
532,6213
535,4540
538,1276
541,5390
542,6053
545,6279
546,599
551,3886
553,5090
554,802
555,996
557,3436
559,4448
560,1793
561,2385
563,2740
566,4182
568,2910
569,3706
570,416
573,4621
577,6710
578,5234
581,3942
582,6811
585,7066
586,1491
591,5606
592,2688
595,1296
596,2676
597,3922
598,6793
600,2796
603,6217
607,4328
608,3091
611,2778
614,5548
615,2624
616,2162
620,5789
621,4638
622,1858
624,6394
628,2983
631,1429
636,709
637,669
638,7079
639,3379
640,2399
641,4267
644,1536
646,1965
650,4950
654,1315
655,4070
656,2815
657,2900
660,3947
661,6388
665,2541
666,1233
668,6527
671,1295
672,2323
675,4748
676,1185
677,1659
680,2645
682,4932
683,5759
690,5261
692,5626
696,6892
697,3226
698,5458
700,6275
701,5639
704,1329
706,5392
710,1542
713,7113
719,4677
721,2490
724,3396
725,5335
726,941
727,1573
728,2756
730,3462
731,1797
732,5161
733,1390
737,4370
738,5976
745,6621
747,6929
748,2418
752,4568
753,5181
754,4435
758,3509
762,5396
764,3530
766,2061
768,6113
769,6612
770,4097
772,2628
777,6047
778,3739
783,7002
787,5828
789,3315
790,6459
792,5074
793,7105
794,3031
795,6403
796,6272
798,825
799,5718
804,1461
805,2828
807,2532
809,3377
810,3135
811,5467
812,6262
813,6861
815,2643
817,4232
820,5586
822,1679
824,2087
826,1821
827,1775
828,5483
830,6051
831,6091
832,2834
834,4029
837,3893
840,5678
841,3564
845,4010
846,4612
847,3811
848,6204
851,1210
852,1316
853,4204
854,5477
855,956
856,2402
858,874
859,3827
860,5648
862,1354
866,2473
869,1717
872,57
875,2939
877,2654
878,1382
880,5996
881,7057
882,1420
885,4611
886,6918
888,4961
889,6222
890,5934
892,3726
893,4454
894,2344
895,3672
896,3575
897,7070
898,1085
900,6121
901,1521
907,2702
909,1970
911,2865
912,4383
914,1972
916,3230
917,4589
918,5033
919,7014
920,3427
921,3038
926,4957
927,5426
928,4417
932,6750
933,6884
935,2101
937,1692
938,1869
940,2766
942,6724
943,2947
944,7028
945,2026
946,5188
948,5376
949,2407
950,6166
952,1457
953,4068
955,4148
957,6591
959,5797
961,2671
965,1490
966,6894
969,6843
971,4668
973,6741
974,5319
976,6470
980,3279
984,1870
985,4295
986,2428
987,5408
988,1119
989,5724
995,6183
997,2552
1002,6440
1003,3084
1004,4787
1007,4128
1009,5898
1010,5365
1013,673
1015,1392
1017,3589
1018,4661
1020,6029
1025,6782
1026,2526
1030,4251
1032,1517
1034,5464
1036,1497
1037,6689
1040,1616
1041,2179
1042,3343
1043,4689
1046,4188
1047,6965
1049,3477
1053,2938
1058,3210
1061,5361
1062,5052
1063,6148
1064,1415
1066,5730
1070,6422
1071,6522
1073,2944
1074,2094
1076,2048
1079,2341
1081,1395
1083,4511
1086,342
1088,5410
1089,2726
1096,1565
1097,2246
1099,1494
1101,2537
1102,6864
1103,6875
1104,2273
1105,4524
1106,3569
1107,5884
1108,7078
1109,3757
1110,3742
1111,4004
1113,2931
1114,4862
1115,4728
1117,5698
1120,3956
1121,3041
1123,6555
1124,132
1125,2333
1126,5616
1127,2638
1129,4718
1133,2507
1134,2675
1140,4339
1142,1431
1143,4544
1144,2346
1145,3090
1147,6700
1148,6042
1149,1200
1151,5819
1154,4329
1156,5974
1157,1484
1158,4849
1160,2994
1161,5359
1162,6610
1163,2918
1166,5729
1167,5842
1168,6717
1169,5660
1170,5293
1172,5587
1173,1464
1175,5628
1176,3606
1178,6322
1184,5744
1186,1472
1190,3913
1191,3096
1192,6873
1194,5919
1198,4485
1199,5138
1205,5987
1207,1931
1208,6753
1213,2480
1214,4883
1219,6806
1220,5982
1221,5178
1226,3866
1227,5874
1229,4985
1231,7103
1232,3401
1234,1644
1236,1958
1238,3089
1239,3061
1244,1368
1250,2475
1253,2106
1255,2696
1258,6954
1262,3633
1265,4715
1268,6792
1271,1852
1272,1773
1273,1449
1275,5822
1277,2599
1278,2972
1283,5920
1284,5076
1287,4183
1288,2580
1290,6756
1294,6731
1298,3644
1301,6794
1306,6933
1308,3494
1312,3818
1314,5930
1317,4153
1320,2982
1321,1791
1322,1259
1323,4316
1324,4324
1325,1391
1330,4465
1334,2102
1335,1928
1339,5799
1341,6190
1342,2885
1345,2060
1346,3374
1347,3891
1348,3695
1350,5448
1351,3691
1352,7040
1353,7062
1355,2014
1357,5296
1361,2814
1366,2781
1369,2287
1370,2501
1371,4017
1374,4026
1376,5558
1378,5228
1380,3560
1383,2372
1386,4875
1388,2879
1393,1969
1394,4494
1396,393
1399,2872
1401,2466
1402,6138
1403,5460
1404,3645
1406,6571
1407,6376
1408,2713
1409,1646
1410,3782
1411,5783
1413,6661
1414,2059
1416,6498
1419,5705
1422,4347
1425,4303
1427,3882
1428,3208
1433,2700
1437,4283
1439,2121
1441,2817
1442,3551
1443,1189
1445,3261
1448,4826
1453,1920
1459,5570
1463,3145
1466,5802
1468,1889
1470,5960
1473,3175
1475,4192
1476,3469
1477,4459
1482,6631
1483,4161
1486,3110
1487,7099
1492,5050
1495,4891
1500,3566
1501,3029
1504,6600
1506,6783
1508,5155
1514,4063
1520,4318
1522,6635
1523,5507
1524,6930
1527,1718
1528,2816
1529,3628
1530,2584
1532,2808
1534,1734
1538,6351
1546,6629
1547,2940
1548,5827
1549,4090
1553,4224
1558,1758
1560,5223
1563,6160
1567,2002
1568,6298
1569,3086
1570,6246
1575,2524
1576,3384
1577,4071
1579,4739
1580,3692
1581,1964
1582,4732
1585,6373
1588,6509
1590,4382
1591,5097
1593,4586
1594,6633
1595,3192
1597,4744
1598,2072
1599,5470
1600,4567
1601,5848
1603,4729
1604,1803
1605,4245
1607,5117
1608,4166
1611,1840
1613,6329
1614,5540
1615,6553
1617,4519
1618,2456
1620,1658
1621,6250
1622,6531
1623,2809
1626,187
1628,612
1629,2331
1630,5333
1631,5687
1632,4652
1633,4823
1635,6205
1637,3640
1638,7008
1640,6989
1641,4350
1643,2492
1648,3471
1649,2471
1652,3844
1655,2602
1656,4921
1663,6218
1665,3840
1667,3635
1674,6367
1682,6774
1683,3526
1686,4593
1688,6963
1689,2905
1690,5024
1695,3251
1699,5224
1701,5577
1702,1762
1705,2521
1707,6288
1709,3368
1710,1819
1712,1918
1713,1863
1715,4444
1719,2633
1721,6209
1723,5449
1724,4194
1725,4751
1726,3483
1728,6680
1731,3522
1733,5576
1737,3386
1738,6176
1739,6307
1742,7109
1743,2608
1744,5901
1750,4886
1751,6111
1752,6079
1755,3997
1756,4123
1770,6186
1771,6131
1772,4578
1774,4218
1777,6996
1785,5298
1787,5796
1788,3780
1789,3515
1790,1906
1794,5967
1795,3015
1796,4833
1804,3266
1805,2594
1807,6061
1808,4711
1809,4628
1811,4880
1812,7043
1814,1999
1820,6496
1829,2429
1833,4261
1835,6295
1836,1934
1837,5145
1838,5189
1839,6744
1842,2804
1844,5526
1846,1746
1847,2206
1848,7088
1857,3596
1864,5245
1867,3350
1871,5946
1872,2197
1876,4994
1882,1971
1883,4043
1885,4780
1891,2130
1894,4484
1896,3059
1897,6087
1900,4756
1901,2275
1907,6504
1910,5273
1914,6530
1915,2642
1916,3432
1917,5808
1921,4674
1922,1586
1924,4144
1925,3275
1933,2484
1936,4279
1940,3010
1942,6949
1943,3484
1944,4069
1945,3150
1946,2218
1953,5813
1955,6326
1956,5301
1959,6984
1960,3342
1962,1082
1966,3270
1967,2213
1974,6024
1977,4151
1978,5337
1980,3380
1981,3163
1983,4254
1984,3282
1989,5795
1995,2577
1996,6170
2000,3701
2004,7051
2009,4841
2010,4605
2015,5132
2016,4323
2019,5768
2020,2515
2021,5851
2022,6802
2023,4167
2024,1556
2025,3348
2028,3650
2029,2985
2030,3148
2031,4286
2032,2339
2033,5854
2034,5900
2035,533
2036,6737
2037,5666
2041,7125
2042,5421
2044,2189
2049,5357
2051,3966
2052,4228
2053,4818
2054,4479
2055,3451
2057,3218
2062,4530
2063,2441
2064,2272
2065,4920
2066,6558
2067,5712
2069,4388
2077,2366
2078,5219
2079,4330
2082,3915
2085,6482
2089,2462
2090,4107
2091,6067
2093,5268
2095,4403
2096,2215
2098,3005
2110,2996
2111,1675
2114,6752
2116,5939
2117,2793
2119,6789
2120,5931
2123,3120
2124,6374
2125,5505
2126,6157
2158,1926
2201,4896
2352,5630
2371,2278
2400,4493
2487,2406
2505,4469
2533,5130
2536,2359
2550,3769
2611,2945
2623,4948
2669,4768
2673,6497
2681,5476
2703,7094
2811,231
3333,1031
3399,2997
3498,4312
3542,5823
3548,5814
3581,829
3625,4557
3630,6808
3632,1954
3638,5846
3673,4126
3676,2791
3703,5214
3707,3611
3719,3772
3728,3895
3731,2099
3732,7118
3738,5394
3773,1957
3786,6325
3789,1704
3804,4418
3824,7018
3836,3507
3842,7122
3857,3307
3940,4338
4016,3241
4030,5269
4035,6382
4061,5144
4064,1879
4200,5160
4298,4227
4349,1021
4368,6163
4585,1813
4630,4736
4696,3586
4710,5453
4735,2763
4737,1647
4741,1292
4753,3153
4824,1747
4937,3736
4943,5633
4951,4755
4967,2874
4973,5041
5013,4299
5022,5382
5026,6852
5044,5840
5104,6104
5452,647
5508,689
5573,6955
5704,3124
5911,4348
5942,2182
5949,744
5965,2651
5986,2845
6020,3636
6027,4788
6055,1919
6059,5006
6062,5584
6070,5042
6072,6732
6081,6776
6084,3715
6090,5366
6094,3057
6102,3748
6103,1303
6109,1778
6116,4439
6142,3797
6145,2420
6189,2862
6194,255
6211,6562
6224,5374
6320,6851
6339,4977
6363,5703
6365,3239
6428,5595
6479,4547
6488,2013
6508,6835
6526,366
6619,1137
6701,2729
6736,2877
6745,2209
6762,3618
6780,6899
6870,2750
6932,5060
6935,1011
6948,3871
6983,3763
6993,2494
6998,1678
7048,4094
7093,2151
7106,2239
48,6947
71,4663
72,6050
103,6618
276,5126
405,3479
454,4894
583,4476
604,5972
735,823
759,4056
788,3765
818,4952
839,5859
963,7111
972,4538
1000,5563
1005,2640
1270,7003
1328,4692
1364,5899
1400,6643
1462,2799
1485,6455
1509,6730
1516,2460
1540,2933
1572,6734
1583,3065
1584,4925
1650,5122
1654,4962
1664,6386
1714,2840
1727,4802
1730,6119
1741,756
1748,6615
1749,3173
1826,3352
1843,6819
1862,850
1878,6611
1935,2566
1947,6077
1961,4774
1963,5256
1968,6799
1985,4971
1990,6973
2011,5327
2012,5481
2088,4555
2129,5866
2131,4458
2138,6675
2139,5166
2141,5195
2142,5124
2143,5538
2146,3856
2147,5173
2148,4087
2149,5158
2150,2831
2152,5070
2156,2744
2157,5831
2159,6765
2166,6249
2169,3421
2170,6607
2174,6114
2175,3679
2177,2895
2180,3165
2181,2904
2184,5527
2185,4335
2186,4385
2187,2326
2192,3905
2195,4438
2200,1436
2204,3759
2205,6409
2210,221
2212,2534
2214,5445
